,,,,,
A-,preheat the oven to 325 degrees f ( 165 degrees c ) .,预热烤箱至325华氏度（165摄氏度）。,préchauffer le four à 325 degrés f (165 degrés c).,Vorwärmen des Ofens auf 325 Grad f () 165 Grad c).,オーブンを325度F（165度C）に予熱します。
A-,grease cookie sheets *,润滑曲奇片*,grease cookie feuilles *,Fett Cookie Sheets *,グリースクッキーシート
A-,or line with parchment paper .,或者用羊皮纸排成一行。,ou avec un papier parchemin.,oder mit Pergamentpapier verbinden.,またはパーチメント紙とライン。
A-,"sift together the flour ,",把面粉筛在一起，,"tamiser ensemble la farine,","das Mehl zusammensieben,",小麦粉をふるいにかける。
A|,baking soda *,小苏打*,le bicarbonate de soude *,Backpulver *,重曹
A|,and salt ;,和盐；,et le sel;,und Salz;,塩
A-,set aside .,放在一边。,mis de côté.,stillgelegt.,脇に置きなさい。
N|,"in a medium bowl ,",在一个中等大小的碗里，,"dans un bol moyen,","in einer mittleren Schale,",中ボウルで。
A-,"cream together the melted butter ,",把融化的黄油搅拌在一起，,"crème au beurre fondu,","Creme zusammen die geschmolzene Butter,",クリーム一緒に溶けバター。
A|,brown sugar *,红糖*,sucre brun *,Brauner Zucker *,ブラウンシュガー
A|,and white sugar *,还有白糖*,et le sucre blanc *,und Weißzucker *,ホワイトシュガー
N-,until well blended .,直到完全混合。,et bien mélanger.,bis gut vermischt.,ブレンドまで。
A-,"beat in the vanilla ,",加入香草味，,"battu à la vanille,","Beat in der Vanille,",バニラを打つ。
A|,"egg ,",鸡蛋，,"l'oeuf,","Ei,",エッグ
A|,and egg yolk *,还有蛋黄*,et le jaune d'oeuf *,und Eigelb *,卵黄*
N-,until light *,直到天亮*,jusqu'à ce que la lumière *,bis zum Licht *,ライトまで
N|,and creamy .,还有奶油味。,et crémeux.,und cremig.,クリーミー。
A-,mix in the sifted ingredients *,把筛过的原料混合在一起*,"mélanger les ingrédients * """,Mischen Sie die gesiebten Zutaten *,ふるい成分で混ぜる
N-,until just blended .,直到混合。,jusqu'à ce que tout mélangé.,bis einfach vermischt.,ちょうどブレンドされるまで。
A-,stir in the chocolate chips by hand using a wooden spoon .,用木勺用手搅拌巧克力片。,mélanger le chocolat à la main avec une cuillère de bois.,Die Schokoladensplitter mit der Hand mit einem Holzlöffel einrühren.,チョコレートチップをかき混ぜる。
A-,drop cookie dough 1 / 4 cup at a time onto the prepared cookie sheets .,把1/4杯曲奇面团一次放到准备好的曲奇纸上。,baisse des cookies 1 / 4 tasse à la fois sur l'établi du papier sulfurisé.,legen Sie Cookie Teig 1 /4 Becher auf die vorbereiteten Cookie -Blätter.,準備クッキーの上に一度にクッキークッキー生地1 / 4カップをドロップします。
IV,cookies should be about 3 inches apart .,饼干的间距应该在3英寸左右。,les témoins devraient être d'environ 3 cm.,Cookies sollten etwa drei Zentimeter voneinander entfernt sein.,クッキーは、およそ3インチ離れていなければなりません。
A-,bake *,烘焙*,cuire *,backen *,ベーク
N|,"for 15 to 17 minutes in the preheated oven ,",在预热的烤箱中放置15到17分钟，,de 15 à 17 minutes au four préchauffé.,"für 15 bis 17 Minuten im vorgewärmten Ofen,",予熱オーブンで15〜17分。
N|,or *,或*,ou *,oder *,または
N-,until the edges are lightly toasted .,直到边缘稍微烤一下。,jusqu'à ce que les bords sont légèrement brûlée.,bis die Kanten leicht geröstet werden.,エッジが軽くトーストされるまで。
A-,cool on baking sheets *,在烤盘上冷却*,cool sur des plaques de cuisson *,auf Backblechen abkühlen *,シートを焼く*クール
N|,for a few minutes *,几分钟内*,pour quelques minutes *,für ein paar Minuten *,数分*
A-,before transferring to wire racks to cool completely .,在转移到线架上完全冷却之前。,avant de transférer à fil racks pour refroidir complètement.,"bevor sie auf Drahtträger übertragen werden, um vollständig abzukühlen.",完全にクールにワイヤーラックに転送する前に。
,,,,,
A-,spread a thin layer of barbeque sauce on the bottom of a slow cooker .,在慢锅的底部涂上一薄层烧烤酱。,propagation d'une mince couche de sauce barbecue sur fond d'une cuisinière.,eine dünne Schicht der Barbecue -Sauce auf den Boden eines langsamen Kochers verteilen.,遅いクッカーの底にバーベキューソースの薄い層を広げる。
A-,"alternately layer pork chops with barbeque sauce ,",把猪排和烧烤酱隔一层，,"couche de côtes de porc avec sauce barbecue, alternativement,","abwechselnd Koteletts mit Barbecue -Sauce schichten,",交互にポークチョップバーベキューソースを添えて。
A-,pouring the remainder of the bottle over the top of the final layer of chops .,把瓶子的剩余部分倒在最后一层排骨的顶部。,verser le reste de la bouteille sur le haut de la dernière couche de côtelettes.,den Rest der Flasche über die Oberseite der letzten Schicht der Koteletts gießen.,チョップの最後の層の上にボトルの残りを注ぐ。
A-,cook on high setting *,高置烹饪*,cuire à établir *,kochen auf hoher Einstellung *,ハイセッティングでコック
N|,"for 3 to 4 hours ,",持续3到4小时，,"pendant 3 à 4 heures,","für 3 bis 4 Stunden,",3～4時間。
N|,or all day on low setting .,或者整天在低谷。,ou toute la journée à faible.,oder den ganzen Tag auf niedriger Einstellung.,または低い設定で一日中。
,,,,,
A-,preheat oven to 350 degrees f ( 175 degrees c ) .,预热烤箱至350华氏度（175摄氏度）。,préchauffer le four à 350 degrés f (175 degrés c).,Vorwärmofen bis 350 Grad f (175 Grad c).,350度F（175度C）に予熱オーブン。
N|,"in a medium bowl ,",在一个中等大小的碗里，,"dans un bol moyen,","in einer mittleren Schale,",中ボウルで。
A-,cream together butter *,奶油加黄油*,le beurre de crème *,Rahm zusammen Butter *,クリームトゥールバター
A|,and white sugar *,还有白糖*,et le sucre blanc *,und Weißzucker *,ホワイトシュガー
N-,until smooth .,直到光滑。,jusqu'au bon.,bis glatt.,滑らかになるまで。
A-,mix in 1 / 2 teaspoon almond extract .,加入1/2茶匙杏仁提取物。,mélanger dans 1 / 2 c. à café de l'amande extrait.,mischen in 1 /2 Teelöffel Mandelextrakt.,小さじ1 / 2のアーモンドエキスを配合。
A-,mix in flour *,拌入面粉*,mélanger la farine *,Mischen in Mehl *,小麦粉で作る
N-,until dough comes together .,直到面团聚在一起。,jusqu'à ce que la pâte vient ensemble.,bis der Teig zusammenkommt.,生地が一緒に来るまで。
A-,"roll dough into 1 1 / 2 inch balls ,",把面团滚成1/2英寸的球，,"étaler la pâte en 1 1 / 2 po de couilles,","Teig in 1 /2 Zoll Kugeln rollen,",ロール生地を1 / 2インチのボールに。
A-,and place on ungreased cookie sheets .,放在不抹油的饼干纸上。,et des fiches sur ungreased cookie.,und auf nicht bearbeitete Cookie -Blätter setzen.,そして、ungreasedクッキーシートの上に置いてください。
A-,"make a small hole in the center of each ball ,",在每个球的中心打一个小孔，,"faire un petit trou dans le centre de chaque balle,","machen ein kleines Loch in der Mitte jeder Kugel,",各ボールの中央に小さな穴を作ります。
N|,using your thumb *,用你的拇指*,en utilisant votre pouce *,mit dem Daumen *,親指の使用
N|,"and finger ,",还有手指，,"et un doigt,","und Finger,",アンドフィンガー
A-,and fill the hole with preserves .,用蜜饯填满洞。,et remplis le trou avec des conserves.,und das Loch mit Konserven füllen.,そして、穴を保存してください。
A-,bake *,烘焙*,cuire *,backen *,ベーク
N|,"for 14 to 18 minutes in preheated oven ,",在预热的烤箱中放置14到18分钟，,de 14 à 18 mn au four préchauffé.,"für 14 bis 18 Minuten im vorgewärmten Ofen,",予熱オーブンで14〜18分。
N|,or *,或*,ou *,oder *,または
N-,until lightly browned .,直到浅棕色。,jusqu'à ce que légèrement doré.,bis leicht gebräunt.,軽く茶色になるまで。
A-,let cool 1 minute on the cookie sheet .,在饼干纸上冷却1分钟。,laisser refroidir 1 minute sur la tôle à biscuits.,lassen Sie eine Minute auf dem Cookie -Blatt abkühlen.,クッキーシートに1分クール。
N|,"in a medium bowl ,",在一个中等大小的碗里，,"dans un bol moyen,","in einer mittleren Schale,",中ボウルで。
A-,"mix together the confectioners ' sugar ,",把糖果的糖混合在一起，,mélanger le sucre à glacer.,"Mischen Sie die Konditoren''Zucker,",菓子の砂糖を混ぜる。
A|,"3 / 4 teaspoon almond extract ,",3/4茶匙杏仁提取物，,"3 / 4 cuillerée à thé almond extrait,","3 /4 Teelöffel Mandelextrakt,",3 / 4茶さじアーモンドエキス。
A|,and milk *,还有牛奶*,et du lait *,und Milch *,ミルク
N-,until smooth .,直到光滑。,jusqu'au bon.,bis glatt.,滑らかになるまで。
A-,drizzle lightly over warm cookies .,在热饼干上轻轻下毛毛雨。,bruine légèrement plus chaud des cookies.,Nieselregen leicht über warmen Keksen.,暖かいクッキーの上に軽く霧雨。
,,,,,
A-,preheat oven to 375 degrees f ( 190 degrees c ) .,预热烤箱至375华氏度（190摄氏度）。,préchauffer le four à 375 degrés f (190 degrés c).,Vorwärmofen bis 375 Grad f (190 Grad c).,375度F（190度C）に予熱オーブン。
A-,"sift together the flour ,",把面粉筛在一起，,"tamiser ensemble la farine,","das Mehl zusammensieben,",小麦粉をふるいにかける。
A|,salt *,盐*,salt *,Salz *,塩
A|,and baking soda ;,和小苏打；,et du bicarbonate de soude;,und Backpulver;,重曹
A-,set aside .,放在一边。,mis de côté.,stillgelegt.,脇に置きなさい。
A-,"cream together the butter ,",把黄油搅在一起，,"crème ensemble le beurre,","Creme zusammen die Butter,",クリームを一緒にバター。
A|,"sugar ,",糖，,"sucre,","Zucker,",砂糖
A|,peanut butter *,花生酱*,beurre de cacahuète *,Erdnussbutter *,ピーナッツバター
A|,and brown sugar *,还有红糖*,et le sucre brun *,und brauner Zucker *,ブラウンシュガー
N-,until fluffy .,直到蓬松。,jusqu'à ce que fluffy.,bis flauschig.,ふわふわまで。
A-,"beat in the egg ,",打鸡蛋，,"battu dans l'oeuf,","schlagen in das Ei,",卵を打つ。
A|,vanilla *,香草*,vanilla *,Vanille *,バニラ
A|,and milk .,还有牛奶。,et du lait.,und Milch.,ミルク。
A-,add the flour mixture ;,加入面粉混合物；,ajouter la farine du mélange;,die Mehl -Mischung hinzufügen;,小麦粉配合
A-,mix well .,混合均匀。,bien mélanger.,gut mischen.,ミックスウェル.
A-,shape into 40 balls *,形成40个球*,la forme en 40 balles *,Form in 40 -Kugeln *,40ボール*に*形状
A-,and place each into an ungreased mini muffin pan .,然后把每个放进一个不抹油的小松饼锅里。,ungreased et le mettre dans un mini - muffin pan.,und jedes in eine nicht aufgefressene Mini -Muffin -Pfanne legen.,そして、各々をungreasedされたミニ・マフィンパンに入れてください。
A-,bake at 375 degrees *,375度烘烤*,four à 375 degrés *,backen bei 375 Grad *,375度で焼く
N|,for about 8 minutes .,大约8分钟。,environ 8 minutes.,für etwa 8 Minuten.,約8分間。
A-,remove from oven *,从烤箱中取出*,retirer du four *,aus dem Ofen entfernen *,オーブンから取り除く
A-,and immediately press a mini peanut butter cup into each ball .,然后立即将一个迷你花生酱杯压入每个球中。,et immédiatement press un mini - beurre de cacahuète tasse sur chaque ballon.,und sofort eine kleine Erdnussbutterkatasse in jede Kugel drücken.,そして、すぐに各々のボールにミニピーナッツバターカップを押してください。
A-,cool *,酷*,cool *,cool *,クール*
A-,and carefully remove from pan .,小心地从锅上取下。,et enlever soigneusement de pan.,und sorgfältig aus pan.entfernen.,そして、慎重にパンから取り除いてください。
,,,,,
A-,preheat an oven to 450 degrees f ( 230 degrees c ) .,预热烤箱至450华氏度（230摄氏度）。,préchauffer le four à 450 degrés f (230 degrés c).,Vorwärmen eines Ofens bis 450 Grad f () 230 Grad c).,オーブンを450度F（230度C）に予熱します。
A-,"place chicken breasts between two sheets of heavy plastic ( resealable freezer bags work well ) on a solid ,",把鸡胸肉放在两片厚塑料（可重新密封的冷冻袋）之间的固体上，,"lieu de poitrines de poulet entre deux feuilles de plastique lourds sacs refermables et congélateurs) sur une base solide,",Hähnchenbrust zwischen zwei Platten schwerer Plastik (wiederverschließbare Gefrierbeutel funktionieren gut) auf einem festen,重いプラスチック（2つのシートの間のチキン胸）を固くしてください。
N|,level surface .,水平表面。,surface de niveau.,ebene Oberfläche.,レベル面。
A-,firmly pound chicken with the smooth side of a meat mallet to a thickness of 1 / 2 - inch .,用肉槌的光滑面将鸡肉牢牢地捣成1/2英寸厚。,avec le bon côté fermement kg de poulet viande mallet à une épaisseur de 1 / 2 po.,fest hähnchen mit der glatten Seite eines Fleischhammers bis zu einer Dicke von 1 / 2 - Zoll.,肉のマレットの滑らかな側面で1 / 2インチの厚さにしっかりとポンドチキン。
A-,season chicken thoroughly with salt *,用盐彻底调味鸡*,une saison de poulet avec du sel *,Hühner gründlich mit Salz würzen *,塩をたっぷりとチキンで味付けする
N|,and pepper .,还有胡椒粉。,et le poivre.,und Pfeffer.,胡椒。
A-,beat eggs in a shallow bowl *,在一个浅碗里打鸡蛋*,battre les œufs dans un petit bol *,Eier in einer flachen Schale schlagen *,浅いボウルに卵を打つ*
A-,and set aside .,放在一边。,et mettre de côté.,und beiseite legen.,そして脇に置きなさい。
A-,mix bread crumbs *,混合面包屑*,mélanger la chapelure *,die Brotkrumen mischen *,パン粉を混ぜる
A|,"and 1 / 2 cup parmesan cheese in a separate bowl ,",在一个单独的碗里放1/2杯帕尔马干酪，,"et 1 / 2 tasse de parmesan dans un autre bol,","und 1 /2 Cup parmesan Käse in einer separaten Schüssel,",1 / 2カップパルメザンチーズは別のボウルに。
A-,set aside .,放在一边。,mis de côté.,stillgelegt.,脇に置きなさい。
A-,place flour in a sifter *,把面粉放在筛子里*,lieu de farine dans une passoire *,Mehl in einen Sieb legen *,ふるいに入れる
N|,or strainer ;,或过滤器；,ou la passoire.,oder Sieb;,またはストレーナ；
A-,"sprinkle over chicken breasts ,",撒在鸡胸上，,"saupoudrer sur les poitrines de poulet,","über Hühnerbrust streuen,",鶏の胸に振りかける。
A-,evenly coating both sides .,两面均涂。,également recouvrir les deux côtés.,gleichmäßig beidseitig beschichtet.,均等に両面をコーティング。
A-,dip flour coated chicken breast in beaten eggs .,将涂有面粉的鸡胸肉蘸上打好的鸡蛋。,poitrine de poulet sauce farine enrobés dans des œufs battus.,mit Mehl überzogene Hühnerbrust in geschlagene Eier tauchen.,卵を塗った卵で小麦粉でコーティングされた鶏の胸を浸してください。
A-,"transfer breast to breadcrumb mixture ,",将乳房转移到面包屑混合物中，,"mélange de chapelure transfert sein,","die Brust in die Brotkrumemischung übertragen,",胸をパン粉に混ぜてください。
A-,pressing the crumbs into both sides .,将面包屑压入两侧。,appuyant les miettes dans les deux camps.,die Krümel in beide Seiten drücken.,パン粉を両面に押します。
N-,repeat *,重复*,je répète *,Wiederholen *,リピート
N|,for each breast .,每个乳房。,pour chaque sein.,für jede Brust.,各々の胸のために。
A-,set aside breaded chicken breasts *,把裹着面包的鸡胸脯放一边*,réserver des poitrines de poulet pané.,beiseite geröstete Hühnerbrust *,パン生地を脇に置いて*
N|,for about 15 minutes .,大约15分钟。,environ 15 minutes.,für etwa 15 Minuten.,約15分。
A-,heat 1 cup olive oil in a large skillet on medium - high heat *,用大锅中火加热1杯橄榄油。*,la chaleur 1 tasse d'huile d'olive dans une grande poêle sur un milieu - chaleur *,Öl in einer großen Pfanne auf mittlerer - hoher Hitze *,ヒート1カップオリーブオイルで大規模なフライパンで-高熱*
N-,until it begins to shimmer .,直到它开始闪烁。,jusqu'à ce qu'il commence à shimmer.,bis es beginnt zu schimmern.,かすかになるまで。
A-,cook chicken *,烧鸡*,cuire le poulet *,Hähnchen kochen *,コックチキン
N-,"until golden ,",直到金色，,"jusqu'à golden,","bis golden,",黄金色まで。
N|,about 2 minutes on each side .,两边各2分钟。,environ 2 minutes de chaque côté.,ca. 2 Minuten auf jeder Seite.,両側に約2分。
IV,the chicken will finish cooking in the oven .,鸡肉将在烤箱中完成烹饪。,le poulet va finir la cuisson au four.,das Huhn wird fertig kochen im Ofen.,チキンはオーブンで料理を終えます。
A-,place chicken in a baking dish *,把鸡肉放在烤盘里*,place du poulet dans un plat allant au four *,Hähnchen in ein Backgericht legen *,鶏肉をベーキング皿に置く
A-,and top each breast with about 1 / 3 cup of tomato sauce .,在每个乳房上放上大约1/3杯番茄酱。,et chaque sein avec environ 1 / 3 tasse de sauce tomate.,und jede Brust mit ca. 1 /3 Tasse Tomatensoße top.,そして、それぞれの胸にトマトソースの約1 / 3カップ。
A-,"layer each chicken breast with equal amounts of mozzarella cheese ,",在每个鸡胸上涂上等量的马苏里拉奶酪，,chaque poitrine de poulet avec des quantités égales de couche de fromage mozzarella.,"jede Hühnerbrust mit gleichen Mengen Mozzarella Käse zu bedecken,",モッツァレラチーズの等しい量で層ごとに鶏の胸。
A|,"fresh basil ,",新鲜罗勒，,"du basilic frais,","frischer Basilikum,",新鮮なバジル。
A|,and provolone cheese .,还有普罗沃隆奶酪。,et le provolone.,und Provolone -Käse.,とプロボローネチーズ。
A-,sprinkle 1 to 2 tablespoons of parmesan cheese on top *,在上面撒上1到2汤匙帕尔马干酪*,saupoudrer de 1 à 2 cuillères à soupe de fromage parmesan au top *,mit 1 bis 2 Esslöffel Parmesan auf der Oberseite *,1〜2杯のパルメザンチーズ大さじを上に振りかける
A-,and drizzle with 1 tablespoon olive oil .,再淋上一大勺橄榄油。,et bruine avec 1 cuillère à soupe d'huile d'olive.,und Nieselregen mit 1 -Esslöffel Olivenöl.,そして、大さじ1オリーブオイルで霧雨。
A-,bake in the preheated oven *,在预热过的烤箱里烘焙*,cuire au four préchauffé *,backen im vorgewärmten Ofen *,オーブンで焼く
N-,until cheese is browned *,直到奶酪变成褐色*,jusqu'à ce que le fromage est brun *,bis der Käse gebräunt ist *,チーズが茶色になるまで
N|,"and bubbly ,",充满泡沫，,"et pétillante,","und sprunghaft,",とバブリー。
N|,"and chicken breasts are no longer pink in the center ,",鸡胸不再是粉红色的了，,"et les poitrines de poulet ne sont plus rose dans le centre,","und Hühnerbrust sind nicht mehr rosa in der Mitte,",そして、チキン胸は、中心にもはやピンクでありません。
N|,15 to 20 minutes .,15到20分钟。,15 à 20 minutes.,15 bis 20 Minuten.,15から20分。
IV,an instant - read thermometer inserted into the center should read at least 165 degrees f ( 74 degrees c ) .,插入中心的即时读数温度计的读数应至少为165华氏度（74摄氏度）。,un instant - thermomètre inséré dans le centre doit lire au moins 165 degrés f (74 degrés c).,ein in die Mitte eingelegtes - Lesethermometer sollte mindestens 165 Grad f () 74 Grad c) lesen.,センターに挿入される即座の-読まれた温度計は、少なくとも165度F（74度C）を読むべきです。
,,,,,
A-,heat 3 tablespoons butter in a large skillet over medium heat ;,用大平底锅加热3汤匙黄油，中火加热；,la chaleur 3 cuillerées à soupe de beurre dans un grand poêlon à feu moyen.,erhitzen 3 -Esslöffel Butter in einer großen Pfanne bei mittlerer Hitze;,大さじ3杯の大さじバターを中火で熱せ
A-,cook *,库克*,cook *,kochen *,コック
A-,"and stir mushrooms ,",搅拌蘑菇，,"et ajouter les champignons,","und Pilze rühren,",キノコをかき混ぜる。
A|,"onion ,",洋葱，,"oignon,","Zwiebel,",タマネギ
A|,and celery *,还有芹菜*,et le céleri *,und Sellerie *,セロリ
N-,"until tender ,",投标前，,"jusqu'à ce que des appels d'offres,","bis zart,",入札まで
N|,5 to 10 minutes .,5到10分钟。,5 à 10 minutes.,5 bis 10 Minuten.,5分から10分。
A-,sprinkle flour over mushroom mixture *,在蘑菇混合物上撒面粉*,saupoudrer de farine au mélange de champignons *,Mehl über die Pilzmischung streuen *,小麦粉の上に小麦粉を振りかける
A-,and stir to coat .,搅拌到涂层上。,et remuez de manteau.,und rühren zu beschichten.,そして、コートにかき混ぜる。
A-,"mix milk ,",混合牛奶，,"mélanger le lait,","Milch mischen,",ミックスミルク
A|,"cream cheese ,",奶油奶酪，,"le fromage à la crème,","Frischkäse,",クリームチーズ
A|,"worcestershire sauce ,",伍斯特沙司，,de la sauce worcestershire,"worcestershire sauce,",ウスターシャーソース
A|,"salt ,",盐，,"sel,","Salz,",塩
A|,"pepper ,",胡椒粉，,"pepper,","Pfeffer, Pfeffer",胡椒
A|,and nutmeg into mushroom mixture ;,肉豆蔻拌入蘑菇汁；,champignons et noix de muscade dans le mélange;,und Muskatnuss in Pilzmischung;,ナツメグとマッシュルームの混合
A-,"cook ,",厨师，,"cook,","kochen,",コック
A-,"stirring occasionally ,",偶尔搅拌，,"en agitant occasionnellement,","gelegentlich rühren,",時折かき回す
N-,until cream cheese is melted *,直到奶酪融化*,jusqu'à ce que le fromage fondu *,bis der Frischkäse geschmolzen ist *,クリームチーズが溶けるまで
N|,"and sauce is warmed ,",酱汁加热了，,"et la sauce est chauffé,","und Sauce ist warm,",ソースは暖かさ。
N|,5 to 10 minutes .,5到10分钟。,5 à 10 minutes.,5 bis 10 Minuten.,5分から10分。
A-,add turkey *,加火鸡*,ajouter la turquie *,Pute hinzufügen *,トルコを加える
A|,and peas to sauce .,豌豆拌酱。,et des pois à la sauce.,und Erbsen zu Sauce.,そして、ソースにエンドウ豆。
A-,preheat oven to 350 degrees f ( 175 degrees c ) .,预热烤箱至350华氏度（175摄氏度）。,préchauffer le four à 350 degrés f (175 degrés c).,Vorwärmofen bis 350 Grad f (175 Grad c).,350度F（175度C）に予熱オーブン。
A-,grease a 9x13 - inch baking dish .,在9x13英寸的烤盘上涂上油脂。,un plat de cuisson 9x13 cm de graisse.,eine 9x13 - Zoll -Backschüssel schmieren.,9 x 13インチの焼き皿をグリース。
A-,bring a large pot of lightly salted water to a boil .,把一大锅淡盐水烧开。,un grand pot de légèrement l'eau salée à ébullition.,einen großen Topf mit leicht gesalzenem Wasser zum Kochen bringen.,軽く塩水の大きな鍋を沸騰させる。
A-,"cook egg noodles in the boiling water ,",在开水里煮鸡蛋面，,"cuisiner des nouilles à l'eau bouillante,","Eiernudeln in kochendem Wasser kochen,",熱湯の中のコック卵麺。
A-,stirring occasionally *,偶尔搅拌*,en agitant occasionnellement *,Rühren gelegentlich *,時折かき回す
N-,"until cooked through but firm to the bite ,",直到煮熟但咬得很紧，,"jusqu'à ce que cuit mais ferme à croquer,","bis sie durchgekocht, aber fest bis zum Biss,",茹でまで固くなるまで。
N|,about 5 minutes .,大约5分钟。,environ 5 minutes.,ca. 5 Minuten.,約5分。
A-,drain *,排水管*,drain *,Ablassen *,ドレイン
A-,and mix noodles into turkey mixture ;,把面条拌成火鸡汁；,et la combinaison des nouilles en turquie du mélange;,und Nudeln in Truthahnmischung vermischen;,そして、ミックス麺にトルコの混合物；
A-,pour into the prepared baking dish .,倒入准备好的烤盘里。,verser dans le préparé le plat.,in die zubereitete Backschale geben.,準備のベーキング皿に注ぐ。
A-,"combine parmesan cheese ,",混合帕尔马干酪，,"combiner parmesan,","Parmesan -Käse kombinieren,",コンビネーションパルメザンチーズ
A|,"bread crumbs ,",面包屑，,"des miettes de pain,","die Brotkrumen,",パン粉
A|,and 3 tablespoons melted butter together in a bowl *,3汤匙融化的黄油放在一个碗里*,3 cuillères à soupe de beurre fondu dans un bol.,und drei Esslöffel Butter in einer Schüssel verschmolzen *,3杯の大さじはボウルでバターを溶かした
N-,until crumbly ;,直到崩溃；,jusqu'à ce que la grenaille;,bis bröckelig;,崩れゆくまで
A-,sprinkle over noodle mixture .,撒在面条混合物上。,nouilles saupoudrer au mélange.,über Nudelmischung streuen.,麺の混合物に振りかける。
A-,bake in the preheated oven *,在预热过的烤箱里烘焙*,cuire au four préchauffé *,backen im vorgewärmten Ofen *,オーブンで焼く
N-,until top is browned *,直到顶部变成棕色*,jusqu'en haut est brun *,bis oben gebräunt ist *,トップが茶色になるまで
N|,"and sauce is bubbling ,",酱汁在冒泡，,"et la sauce bouillonne,","und die Sauce sprudelt,",そしてソースは泡立ちます。
N|,about 30 minutes .,大约30分钟。,environ 30 minutes.,ca. 30 Minuten.,約30分。
,,,,,
A-,preheat oven to 400 degrees f ( 200 degrees c ) .,预热烤箱至400华氏度（200摄氏度）。,préchauffer le four à 400 degrés f (200 degrés c).,Vorwärmofen bis 400 Grad f () 200 Grad c).,400度F（200度C）に予熱オーブン。
A-,lightly coat a muffin tin with oil .,在松饼罐上轻涂一层油。,léger manteau un moule à muffins avec de l'huile.,leicht eine Muffindose mit Öl beschichten.,マフィンティンを軽く油で塗る。
A-,heat coconut oil in a skillet over medium - high heat .,在平底锅中用中高温加热椰子油。,chauffer l'huile de noix de coco dans une poêle sur moyen - élevé de chaleur.,Kokosöl in einer Pfanne mit mittlerer - hoher Hitze erhitzen.,ヒートココナッツオイルをフライパンで中火-高熱。
A-,add mushrooms *,加蘑菇*,ajouter les champignons *,Pilze hinzufügen *,キノコを加える
A|,and onion ;,洋葱；,et l'oignon.,und Zwiebel;,玉ねぎ
A-,saute *,索特*,sauté *,saute *,ソーテ
N-,"until tender ,",投标前，,"jusqu'à ce que des appels d'offres,","bis zart,",入札まで
N|,about 5 minutes .,大约5分钟。,environ 5 minutes.,ca. 5 Minuten.,約5分。
A-,transfer to a bowl .,转移到碗里。,transfert à un bol.,Transfer in eine Schüssel.,ボウルに移す。
A-,line 8 muffin cups with 1 slice of ham each .,排列8个松饼杯，每个有1片火腿。,ligne 8 muffin tasses avec 1 tranche de jambon.,Linie 8 Muffin Tassen mit einer Scheibe Schinken jeder.,ハムの1つのスライスとライン8マフィンカップそれぞれ。
A-,place a spoonful of mushroom mixture in each cup *,在每个杯子里放一勺蘑菇混合物*,place un morceau de champignon mélange dans chaque tasse *,in jede Tasse einen Löffel Pilzmischung legen *,カップごとにスプーンたっぷりのマッシュルームを入れる
A-,and crack 1 egg on top .,在上面打一个鸡蛋。,et le crack 1 oeuf sur le dessus.,und knacken eins Ei oben.,トップ1卵を割る。
A-,bake in the preheated oven *,在预热过的烤箱里烘焙*,cuire au four préchauffé *,backen im vorgewärmten Ofen *,オーブンで焼く
N-,"until egg whites are completely set ,",直到蛋白完全凝固，,"jusqu'à ce que les oeufs sont complètement,","bis Eiweiß komplett eingestellt ist,",卵白が完全にセットされるまで。
N|,about 15 minutes .,大约15分钟。,environ 15 minutes.,ca. 15 Minuten.,約15分。
A-,top with black pepper .,上面加黑胡椒粉。,haut de la page avec le poivre noir.,Oberseite mit schwarzem Pfeffer.,トップはブラックペッパー。
,,,,,
A-,place the beans *,放豆子*,place les haricots *,die Bohnen platzieren *,豆を置く
A|,and water in a large stockpot .,还有大汤锅里的水。,et l'eau dans une grande soupière.,und Wasser in einem großen Vorrat.,そして、大きな倉庫の水。
A-,"add the ham hock ,",加上火腿球，,"ajouter le jarret de porc,","fügen Sie den Schinken Hock hinzu,",ハムホックを加える。
A|,onion *,洋葱*,oignon *,Zwiebel *,タマネギ
A|,and garlic .,还有大蒜。,et l'ail.,und Knoblauch.,ガーリック。
A-,"season with chili powder ,",用辣椒粉调味，,"saison avec le chili en poudre,","Saison mit Chilipulver,",チリパウダー入り。
A|,salt *,盐*,salt *,Salz *,塩
A|,and pepper .,还有胡椒粉。,et le poivre.,und Pfeffer.,胡椒。
A-,"bring to a boil ,",把水烧开，,"porter à ébullition,","zum Kochen bringen,",沸騰させる
A-,and cook *,和厨师*,et cook *,und kochen *,とクック
N|,for 2 minutes .,2分钟。,pour 2 minutes.,für 2 Minuten.,2分間。
A-,"cover ,",封面，,"couverture,","Deckel,",カバー
A-,and remove from heat .,从高温中移除。,et retirer du feu.,und entfernen von der Hitze.,熱から取り除く。
A-,let stand *,站着别动*,je tiens *,stehen lassen *,レットスタンド
N|,for one hour .,一个小时。,pendant une heure.,für eine Stunde.,一時間です。
A-,"return the pot to the heat ,",把锅放回去加热，,"retour le pot à la chaleur,","den Topf wieder in die Hitze,",鍋を熱に戻します。
A-,and bring to a boil once again .,再次煮沸。,"encore une fois, et amener à ébullition.",und wieder zum Kochen bringen.,そしてもう一度沸騰させる。
A-,"reduce heat to medium - low ,",把热量降到中低，,"réduire la chaleur à moyenne - faible,","reduzieren Hitze auf mittel - niedrig,",媒体への熱を減らす-低。
A-,and simmer *,然后炖*,et laisser mijoter *,und köcheln *,とsimmer *
